Timestamp,Source IP,Destination IP,Protocol,Source Port,Destination Port,Packet Length,BATI Score,Status,Reasons
2026-09-03 17:42:38,10.30.167.14,224.0.0.251,UDP,5353,5353,290,100,TRUSTED,
2026-09-03 17:42:38,10.30.166.85,224.0.0.251,UDP,5353,5353,327,100,TRUSTED,
2026-09-03 17:42:38,10.30.167.121,10.30.167.255,UDP,36150,58581,168,95,TRUSTED,Dynamic Port
2026-09-03 17:42:38,20.184.175.16,10.30.166.85,TCP,443,21708,66,100,TRUSTED,
2026-09-03 17:42:38,10.30.166.85,20.184.175.16,TCP,21708,443,54,100,TRUSTED,
2026-09-03 17:42:38,10.30.166.85,20.184.175.16,TCP,21708,443,571,100,TRUSTED,
2026-09-03 17:42:38,10.30.165.113,10.30.167.255,UDP,52615,58581,168,95,TRUSTED,Dynamic Port
2026-09-03 17:42:38,10.30.166.85,10.30.179.4,UDP,51490,53,83,100,TRUSTED,
2026-09-03 17:42:38,10.30.179.4,10.30.166.85,UDP,53,51490,232,95,TRUSTED,Dynamic Port
2026-09-03 17:42:38,10.30.166.85,82.158.113.62,TCP,21709,80,66,100,TRUSTED,
2026-09-03 17:42:39,20.184.175.16,10.30.166.85,TCP,443,21708,60,100,TRUSTED,
2026-09-03 17:42:39,82.158.113.62,10.30.166.85,TCP,80,21709,66,100,TRUSTED,
2026-09-03 17:42:39,10.30.166.85,82.158.113.62,TCP,21709,80,54,100,TRUSTED,
2026-09-03 17:42:39,10.30.166.85,82.158.113.62,TCP,21709,80,256,100,TRUSTED,
2026-09-03 17:42:39,82.158.113.62,10.30.166.85,TCP,80,21709,163,100,TRUSTED,
2026-09-03 17:42:39,82.158.113.62,10.30.166.85,TCP,80,21709,1304,90,TRUSTED,Large Packet
2026-09-03 17:42:39,82.158.113.62,10.30.166.85,TCP,80,21709,1304,90,TRUSTED,Large Packet
2026-09-03 17:42:39,82.158.113.62,10.30.166.85,TCP,80,21709,1304,90,TRUSTED,Large Packet
2026-09-03 17:42:39,10.30.166.85,82.158.113.62,TCP,21709,80,66,100,TRUSTED,
2026-09-03 17:42:39,10.30.166.85,82.158.113.62,TCP,21709,80,66,100,TRUSTED,
